NumCells	NumSamples	CellsPerSample	SampleDepth	Generation	Identity	Parent	Population	BirthRate	MigrationRate	DriverMutations	MigrationMutations	PassengerMutations
1000	2	1000	8	32.592064	68	0	4	1.014496	1.000000	1	0	0
1000	2	1000	8	32.592064	70	0	2	1.020289	1.000000	1	0	0
1000	2	1000	8	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	1000	8	32.592064	78	62	2	1.237116	1.000000	3	0	0
1000	2	1000	8	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	1000	8	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	1000	8	32.592064	93	0	7	1.051956	1.000000	1	0	1
1000	2	1000	8	32.592064	94	0	2	1.141503	1.000000	1	0	0
1000	2	1000	8	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	1000	8	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	1000	8	32.592064	123	0	2	1.302532	1.000000	1	0	0
1000	2	1000	8	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	1000	8	32.592064	152	0	1	1.119249	1.000000	1	0	0
1000	2	1000	8	32.592064	157	0	4	1.003759	1.000000	1	0	0
1000	2	1000	8	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	1000	8	32.592064	170	0	2	1.053221	1.000000	1	0	0
1000	2	1000	8	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	1000	9	32.592064	0	0	1342	1.000000	1.000000	0	0	0
1000	2	1000	9	32.592064	4	0	18	1.014719	1.000000	1	0	0
1000	2	1000	9	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	1000	9	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	1000	9	32.592064	7	0	2	1.097103	1.000000	1	0	0
1000	2	1000	9	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	1000	9	32.592064	10	0	6	1.025323	1.000000	1	0	0
1000	2	1000	9	32.592064	13	0	2	1.008116	1.000000	1	0	0
1000	2	1000	9	32.592064	15	0	2	1.460206	1.000000	1	0	1
1000	2	1000	9	32.592064	18	0	6	1.379974	1.000000	1	0	0
1000	2	1000	9	32.592064	20	0	2	1.018654	1.000000	1	0	0
1000	2	1000	9	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	1000	9	32.592064	33	0	2	1.065711	1.000000	1	0	0
1000	2	1000	9	32.592064	35	0	2	1.043911	1.000000	1	0	0
1000	2	1000	9	32.592064	42	0	2	1.023390	1.000000	1	0	0
1000	2	1000	9	32.592064	49	0	29	1.141958	1.000000	1	0	0
1000	2	1000	9	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	1000	9	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	1000	9	32.592064	59	0	64	1.123817	1.000000	1	0	0
1000	2	1000	9	32.592064	62	59	2	1.195308	1.000000	2	0	0
1000	2	1000	9	32.592064	64	18	2	1.727431	1.000000	2	0	0
1000	2	1000	9	32.592064	68	0	4	1.014496	1.000000	1	0	0
1000	2	1000	9	32.592064	70	0	2	1.020289	1.000000	1	0	0
1000	2	1000	9	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	1000	9	32.592064	78	62	2	1.237116	1.000000	3	0	0
1000	2	1000	9	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	1000	9	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	1000	9	32.592064	93	0	8	1.051956	1.000000	1	0	1
1000	2	1000	9	32.592064	94	0	2	1.141503	1.000000	1	0	0
1000	2	1000	9	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	1000	9	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	1000	9	32.592064	123	0	2	1.302532	1.000000	1	0	0
1000	2	1000	9	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	1000	9	32.592064	152	0	2	1.119249	1.000000	1	0	0
1000	2	1000	9	32.592064	157	0	4	1.003759	1.000000	1	0	0
1000	2	1000	9	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	1000	9	32.592064	170	0	2	1.053221	1.000000	1	0	0
1000	2	1000	9	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	1000	10	32.592064	0	0	1369	1.000000	1.000000	0	0	0
1000	2	1000	10	32.592064	4	0	18	1.014719	1.000000	1	0	0
1000	2	1000	10	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	1000	10	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	1000	10	32.592064	7	0	2	1.097103	1.000000	1	0	0
1000	2	1000	10	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	1000	10	32.592064	10	0	6	1.025323	1.000000	1	0	0
1000	2	1000	10	32.592064	13	0	2	1.008116	1.000000	1	0	0
1000	2	1000	10	32.592064	15	0	2	1.460206	1.000000	1	0	1
1000	2	1000	10	32.592064	18	0	6	1.379974	1.000000	1	0	0
1000	2	1000	10	32.592064	20	0	2	1.018654	1.000000	1	0	0
1000	2	1000	10	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	1000	10	32.592064	33	0	2	1.065711	1.000000	1	0	0
1000	2	1000	10	32.592064	35	0	2	1.043911	1.000000	1	0	0
1000	2	1000	10	32.592064	42	0	2	1.023390	1.000000	1	0	0
1000	2	1000	10	32.592064	49	0	30	1.141958	1.000000	1	0	0
1000	2	1000	10	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	1000	10	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	1000	10	32.592064	59	0	65	1.123817	1.000000	1	0	0
1000	2	1000	10	32.592064	62	59	2	1.195308	1.000000	2	0	0
1000	2	1000	10	32.592064	64	18	2	1.727431	1.000000	2	0	0
1000	2	1000	10	32.592064	68	0	4	1.014496	1.000000	1	0	0
1000	2	1000	10	32.592064	70	0	2	1.020289	1.000000	1	0	0
1000	2	1000	10	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	1000	10	32.592064	78	62	2	1.237116	1.000000	3	0	0
1000	2	1000	10	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	1000	10	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	1000	10	32.592064	93	0	8	1.051956	1.000000	1	0	1
1000	2	1000	10	32.592064	94	0	2	1.141503	1.000000	1	0	0
1000	2	1000	10	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	1000	10	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	1000	10	32.592064	123	0	2	1.302532	1.000000	1	0	0
1000	2	1000	10	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	1000	10	32.592064	152	0	2	1.119249	1.000000	1	0	0
1000	2	1000	10	32.592064	157	0	4	1.003759	1.000000	1	0	0
1000	2	1000	10	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	1000	10	32.592064	170	0	2	1.053221	1.000000	1	0	0
1000	2	1000	10	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	4	100	0	32.592064	0	0	154	1.000000	1.000000	0	0	0
1000	4	100	0	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	4	100	0	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	4	100	0	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	4	100	0	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	4	100	0	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	4	100	0	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	4	100	0	32.592064	13	0	0	1.008116	1.000000	1	0	0
1000	4	100	0	32.592064	15	0	0	1.460206	1.000000	1	0	1
1000	4	100	0	32.592064	18	0	0	1.379974	1.000000	1	0	0
1000	4	100	0	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	4	100	0	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	4	100	0	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	4	100	0	32.592064	35	0	0	1.043911	1.000000	1	0	0
1000	4	100	0	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	4	100	0	32.592064	49	0	1	1.141958	1.000000	1	0	0
1000	4	100	0	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	4	100	0	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	4	100	0	32.592064	59	0	31	1.123817	1.000000	1	0	0
1000	4	100	0	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	4	100	0	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	4	100	0	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	4	100	0	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	4	100	0	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	4	100	0	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	4	100	0	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	4	100	0	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	4	100	0	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	4	100	0	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	4	100	0	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	4	100	0	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	4	100	0	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	4	100	0	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	4	100	0	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	4	100	0	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	4	100	0	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	4	100	0	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	4	100	0	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	4	100	1	32.592064	0	0	201	1.000000	1.000000	0	0	0
1000	4	100	1	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	4	100	1	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	4	100	1	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	4	100	1	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	4	100	1	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	4	100	1	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	4	100	1	32.592064	13	0	0	1.008116	1.000000	1	0	0
1000	4	100	1	32.592064	15	0	0	1.460206	1.000000	1	0	1
1000	4	100	1	32.592064	18	0	0	1.379974	1.000000	1	0	0
1000	4	100	1	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	4	100	1	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	4	100	1	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	4	100	1	32.592064	35	0	0	1.043911	1.000000	1	0	0
1000	4	100	1	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	4	100	1	32.592064	49	0	2	1.141958	1.000000	1	0	0
1000	4	100	1	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	4	100	1	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	4	100	1	32.592064	59	0	33	1.123817	1.000000	1	0	0
1000	4	100	1	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	4	100	1	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	4	100	1	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	4	100	1	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	4	100	1	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	4	100	1	32.592064	78	62	1	1.237116	1.000000	3	0	0
1000	4	100	1	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	4	100	1	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	4	100	1	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	4	100	1	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	4	100	1	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	4	100	1	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	4	100	1	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	4	100	1	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	4	100	1	32.592064	152	0	1	1.119249	1.000000	1	0	0
1000	4	100	1	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	4	100	1	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	4	100	1	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	4	100	1	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	4	100	2	32.592064	0	0	252	1.000000	1.000000	0	0	0
1000	4	100	2	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	4	100	2	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	4	100	2	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	4	100	2	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	4	100	2	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	4	100	2	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	4	100	2	32.592064	13	0	0	1.008116	1.000000	1	0	0
1000	4	100	2	32.592064	15	0	0	1.460206	1.000000	1	0	1
1000	4	100	2	32.592064	18	0	0	1.379974	1.000000	1	0	0
1000	4	100	2	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	4	100	2	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	4	100	2	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	4	100	2	32.592064	35	0	0	1.043911	1.000000	1	0	0
1000	4	100	2	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	4	100	2	32.592064	49	0	2	1.141958	1.000000	1	0	0
1000	4	100	2	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	4	100	2	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	4	100	2	32.592064	59	0	31	1.123817	1.000000	1	0	0
1000	4	100	2	32.592064	62	59	1	1.195308	1.000000	2	0	0
1000	4	100	2	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	4	100	2	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	4	100	2	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	4	100	2	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	4	100	2	32.592064	78	62	1	1.237116	1.000000	3	0	0
1000	4	100	2	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	4	100	2	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	4	100	2	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	4	100	2	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	4	100	2	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	4	100	2	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	4	100	2	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	4	100	2	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	4	100	2	32.592064	152	0	1	1.119249	1.000000	1	0	0
1000	4	100	2	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	4	100	2	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	4	100	2	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	4	100	2	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	4	100	3	32.592064	0	0	286	1.000000	1.000000	0	0	0
1000	4	100	3	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	4	100	3	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	4	100	3	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	4	100	3	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	4	100	3	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	4	100	3	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	4	100	3	32.592064	13	0	0	1.008116	1.000000	1	0	0
1000	4	100	3	32.592064	15	0	0	1.460206	1.000000	1	0	1
1000	4	100	3	32.592064	18	0	0	1.379974	1.000000	1	0	0
1000	4	100	3	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	4	100	3	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	4	100	3	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	4	100	3	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	4	100	3	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	4	100	3	32.592064	49	0	3	1.141958	1.000000	1	0	0
1000	4	100	3	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	4	100	3	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	4	100	3	32.592064	59	0	26	1.123817	1.000000	1	0	0
1000	4	100	3	32.592064	62	59	1	1.195308	1.000000	2	0	0
1000	4	100	3	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	4	100	3	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	4	100	3	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	4	100	3	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	4	100	3	32.592064	78	62	1	1.237116	1.000000	3	0	0
1000	4	100	3	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	4	100	3	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	4	100	3	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	4	100	3	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	4	100	3	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	4	100	3	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	4	100	3	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	4	100	3	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	4	100	3	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	4	100	3	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	4	100	3	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	4	100	3	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	4	100	3	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	4	100	4	32.592064	0	0	294	1.000000	1.000000	0	0	0
1000	4	100	4	32.592064	4	0	3	1.014719	1.000000	1	0	0
1000	4	100	4	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	4	100	4	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	4	100	4	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	4	100	4	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	4	100	4	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	4	100	4	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	4	100	4	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	4	100	4	32.592064	18	0	2	1.379974	1.000000	1	0	0
1000	4	100	4	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	4	100	4	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	4	100	4	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	4	100	4	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	4	100	4	32.592064	42	0	1	1.023390	1.000000	1	0	0
1000	4	100	4	32.592064	49	0	1	1.141958	1.000000	1	0	0
1000	4	100	4	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	4	100	4	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	4	100	4	32.592064	59	0	18	1.123817	1.000000	1	0	0
1000	4	100	4	32.592064	62	59	1	1.195308	1.000000	2	0	0
1000	4	100	4	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	4	100	4	32.592064	68	0	1	1.014496	1.000000	1	0	0
1000	4	100	4	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	4	100	4	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	4	100	4	32.592064	78	62	1	1.237116	1.000000	3	0	0
1000	4	100	4	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	4	100	4	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	4	100	4	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	4	100	4	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	4	100	4	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	4	100	4	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	4	100	4	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	4	100	4	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	4	100	4	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	4	100	4	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	4	100	4	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	4	100	4	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	4	100	4	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	4	100	5	32.592064	0	0	289	1.000000	1.000000	0	0	0
1000	4	100	5	32.592064	4	0	6	1.014719	1.000000	1	0	0
1000	4	100	5	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	4	100	5	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	4	100	5	32.592064	7	0	1	1.097103	1.000000	1	0	0
1000	4	100	5	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	4	100	5	32.592064	10	0	2	1.025323	1.000000	1	0	0
1000	4	100	5	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	4	100	5	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	4	100	5	32.592064	18	0	3	1.379974	1.000000	1	0	0
1000	4	100	5	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	4	100	5	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	4	100	5	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	4	100	5	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	4	100	5	32.592064	42	0	1	1.023390	1.000000	1	0	0
1000	4	100	5	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	4	100	5	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	4	100	5	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	4	100	5	32.592064	59	0	11	1.123817	1.000000	1	0	0
1000	4	100	5	32.592064	62	59	1	1.195308	1.000000	2	0	0
1000	4	100	5	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	4	100	5	32.592064	68	0	1	1.014496	1.000000	1	0	0
1000	4	100	5	32.592064	70	0	1	1.020289	1.000000	1	0	0
1000	4	100	5	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	4	100	5	32.592064	78	62	1	1.237116	1.000000	3	0	0
1000	4	100	5	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	4	100	5	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	4	100	5	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	4	100	5	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	4	100	5	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	4	100	5	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	4	100	5	32.592064	123	0	1	1.302532	1.000000	1	0	0
1000	4	100	5	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	4	100	5	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	4	100	5	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	4	100	5	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	4	100	5	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	4	100	5	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	4	100	6	32.592064	0	0	282	1.000000	1.000000	0	0	0
1000	4	100	6	32.592064	4	0	9	1.014719	1.000000	1	0	0
1000	4	100	6	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	4	100	6	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	4	100	6	32.592064	7	0	1	1.097103	1.000000	1	0	0
1000	4	100	6	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	4	100	6	32.592064	10	0	3	1.025323	1.000000	1	0	0
1000	4	100	6	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	4	100	6	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	4	100	6	32.592064	18	0	3	1.379974	1.000000	1	0	0
1000	4	100	6	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	4	100	6	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	4	100	6	32.592064	33	0	1	1.065711	1.000000	1	0	0
1000	4	100	6	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	4	100	6	32.592064	42	0	1	1.023390	1.000000	1	0	0
1000	4	100	6	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	4	100	6	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	4	100	6	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	4	100	6	32.592064	59	0	7	1.123817	1.000000	1	0	0
1000	4	100	6	32.592064	62	59	1	1.195308	1.000000	2	0	0
1000	4	100	6	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	4	100	6	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	4	100	6	32.592064	70	0	2	1.020289	1.000000	1	0	0
1000	4	100	6	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	4	100	6	32.592064	78	62	1	1.237116	1.000000	3	0	0
1000	4	100	6	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	4	100	6	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	4	100	6	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	4	100	6	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	4	100	6	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	4	100	6	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	4	100	6	32.592064	123	0	1	1.302532	1.000000	1	0	0
1000	4	100	6	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	4	100	6	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	4	100	6	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	4	100	6	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	4	100	6	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	4	100	6	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	4	100	7	32.592064	0	0	263	1.000000	1.000000	0	0	0
1000	4	100	7	32.592064	4	0	13	1.014719	1.000000	1	0	0
1000	4	100	7	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	4	100	7	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	4	100	7	32.592064	7	0	2	1.097103	1.000000	1	0	0
1000	4	100	7	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	4	100	7	32.592064	10	0	6	1.025323	1.000000	1	0	0
1000	4	100	7	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	4	100	7	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	4	100	7	32.592064	18	0	3	1.379974	1.000000	1	0	0
1000	4	100	7	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	4	100	7	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	4	100	7	32.592064	33	0	2	1.065711	1.000000	1	0	0
1000	4	100	7	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	4	100	7	32.592064	42	0	1	1.023390	1.000000	1	0	0
1000	4	100	7	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	4	100	7	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	4	100	7	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	4	100	7	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	4	100	7	32.592064	62	59	1	1.195308	1.000000	2	0	0
1000	4	100	7	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	4	100	7	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	4	100	7	32.592064	70	0	2	1.020289	1.000000	1	0	0
1000	4	100	7	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	4	100	7	32.592064	78	62	1	1.237116	1.000000	3	0	0
